County,state,mortality_rate,number_death,cancer_incidence,number_cases,population_2015,age,income,poverty,household,married,unemployed,medicare,white,black,asian,BirthRate,group,random_n
"Allen County, Ohio",Ohio,185,241,456.6,569,104425,38.1,43602,18,2.53,46.2,9.2,19.5,83.54500171,12.05844329,0.751929731,6.237398089,Group 1,0.033467825734987855
"Union County, Ohio",Ohio,165.7,77,459.6,221,54277,38.1,69900,7.7,2.73,56.7,4.2,12.8,92.21993641,2.332148869,2.730503086,5.668411867,Group 3,0.3138839937746525
"Orange County, Texas",Texas,200.1,188,484.3,453,84260,38.1,48834,16,2.57,53.3,8.4,17.3,87.36436065,8.230289484,1.056274559,5.470997437,Group 2,0.3219500214327127
"Richland Parish, Louisiana",Louisiana,191.3,46,456.4,110,20523,38,36666,24.9,2.59,49.5,9.6,20.9,62.46330077,36.12648602,0.173268518,3.43803056,Group 1,0.3141288699116558
"Union County, Mississippi",Mississippi,149.4,47,461.3,144,28429,38,37667,15.9,2.66,51.7,10.7,22.7,81.84890871,14.33245838,0.729927007,4.427409262,Group 3,0.34093130845576525
"Hunt County, Texas",Texas,198.5,195,476.8,465,89844,38,43385,20.5,2.77,50.4,11.4,19,78.69895062,8.447281152,1.178848862,4.433836917,Group 2,0.04509429959580302
"Davis County, Iowa",Iowa,158.6,19,427.3,47,8769,38,46750,15.4,2.73,60.6,4.2,15.2,98.5129261,0.205902539,0.308853809,8.783008037,Group 1,0.018004035111516714
"Montgomery County, Georgia",Georgia,163.1,15,437,43,8951,38,36436,22.4,2.62,45.1,6.7,22.6,70.88537021,26.4161463,0.423728814,6.796116505,Group 2,0.19404094060882926
"Stewart County, Georgia",Georgia,228.8,15,512.8,35,5851,38,27635,39.4,2.48,23.1,14.5,27.9,29.77164281,48.68779823,1.653033402,2.584269663,Group 1,0.10761035652831197
"Warren County, Mississippi",Mississippi,192.1,103,469.1,250,47485,37.9,40397,21.7,2.58,44.8,8,21.7,49.57101208,47.94877135,0.818408996,3.589466089,Group 3,0.33710978156886995
"Nolan County, Texas",Texas,187.7,36,427.3,81,15107,37.9,38742,17.9,2.62,49.7,7.7,21.2,87.92244871,4.176349512,0.351902264,7.608695652,Group 3,0.1649576120544225
"Kosciusko County, Indiana",Indiana,187.2,162,447.8,383,78620,37.9,54068,12,2.58,58.6,6.5,14.3,92.90871087,0.833514997,1.057922881,6.807405735,Group 3,0.28226500819437206
"Shelby County, Alabama",Alabama,154.8,288,452.9,875,208713,37.9,69432,9.6,2.66,57.4,5.5,9.5,81.3079153,11.76239375,2.037537464,4.49704142,Group 2,0.32877549389377236
"Muskogee County, Oklahoma",Oklahoma,211.7,179,483.4,400,69699,37.8,41015,22.2,2.53,48.9,8.2,23.2,60.69434951,11.08452951,0.694919116,6.694613026,Group 3,0.21542036649771035
"Camp County, Texas",Texas,182.2,29,466,71,12682,37.8,37801,23.9,2.81,50.3,8.5,23.3,72.00383509,17.43368488,0.343560243,9.097345133,Group 2,0.013339222176000476
"St. Lawrence County, New York",New York,183.7,235,498.7,632,111007,37.8,43518,18.9,2.42,44.3,10,20.5,93.11764023,2.222103186,1.004365643,5.011933174,Group 1,0.21398414485156536
"Madison County, Alabama",Alabama,164.7,578,437.1,1549,353089,37.8,58833,14.2,2.46,49.8,8.5,12.4,68.92979408,24.08425173,2.488757007,5.111191026,Group 2,0.0385508113540709
"Brown County, Illinois",Illinois,165.8,12,520.2,37,6829,37.7,50225,14.2,2.43,37.9,5.4,13.8,78.0142878,16.69339554,1.151771395,3.908484271,Group 3,0.29759538802318275
"St. Clair County, Illinois",Illinois,191.2,556,488.4,1407,264052,37.7,50155,19.1,2.57,45.4,8.9,22.2,65.18730175,29.9132304,1.31371499,4.939849972,Group 2,0.0012953360565006733
"Logan County, Colorado",Colorado,150.7,42,400.5,105,22036,37.6,45439,17.7,2.61,46.5,9,22.3,91.3352791,1.445640277,2.129697191,2.713797035,Group 1,0.08050529542379081
"Mitchell County, Georgia",Georgia,179.7,46,511.7,131,22574,37.6,32711,32.6,2.55,39.8,13.5,26.3,49.2515882,47.47193456,0.274127578,7.192480588,Group 2,0.073135836282745
"Lauderdale County, Mississippi",Mississippi,161.9,149,438.8,397,78524,37.5,38869,21.7,2.56,42.8,9.6,23.2,54.46688045,42.45540635,0.845525604,5.340297394,Group 2,0.1964475391432643
"Galveston County, Texas",Texas,191.2,569,443.8,1336,322225,37.5,58333,14.3,2.66,50.9,7.5,13.9,77.9217492,13.31016378,3.309936624,5.330646143,Group 2,0.1501611303538084
"Beauregard Parish, Louisiana",Louisiana,198.3,75,463.7,178,36462,37.5,43918,18.9,2.69,55,5.7,19.8,82.13133291,13.17466008,0.612261783,3.558718861,Group 3,0.1005215011537075
"Johnston County, North Carolina",North Carolina,184.9,288,459.8,745,185660,37.4,50055,15.3,2.85,53.5,8.9,18.5,78.44850781,15.02612166,0.681069082,5.25474016,Group 3,0.2081553745083511
"Pasquotank County, North Carolina",North Carolina,203.9,93,473.4,214,39829,37.4,44596,18.8,2.61,47.1,10.1,19.5,58.6211205,36.9308811,1.431855665,5.029990529,Group 3,0.2330315166618675
"Humboldt County, California",California,177.4,273,459.5,696,135727,37.4,40581,21,2.47,41.4,10.5,24.2,81.32840618,1.27079106,2.638594724,5.240578994,Group 3,0.24903059005737305
"Johnson County, Indiana",Indiana,165.1,242,430.4,627,149633,37.3,58833,10.2,2.69,57,6.3,12.6,92.80991452,2.165539497,2.013114079,4.614683861,Group 1,0.23302857181988657
"Wayne County, Georgia",Georgia,205.6,65,482.8,157,29534,37.3,41093,25.5,2.77,47.6,11.3,20.9,74.35931572,20.89795647,0.103175131,5.499843309,Group 1,0.28654483961872756
"Spokane County, Washington",Washington,171,901,440.7,2265,490945,37.2,50083,16.3,2.45,49.4,8.4,21.4,89.03816718,1.827041461,2.315985625,5.355835918,Group 3,0.2995117185637355
"Matagorda County, Texas",Texas,166.6,72,420.8,181,36770,37.2,41587,22.1,2.7,50.4,6.4,22.2,80.4114979,10.19181376,2.084813378,8.922207202,Group 2,0.1526496612932533
"Winchester city, Virginia",Virginia,192.8,59,401.9,117,27284,37,44537,13.4,2.47,41.3,6.7,15,80.64266784,10.62279152,2.399882214,6.642835865,Group 1,0.19622527295723557
"Douglas County, Washington",Washington,157.4,70,449.9,194,40534,37,51151,15.5,2.76,58.1,6.5,26,73.33771055,0.3409177,0.742442991,4.643274854,Group 1,0.10880208434537053
"Santa Cruz County, California",California,145.4,396,450.4,1225,274146,37,64257,16.1,2.72,44.9,7.6,17.8,80.54538432,0.941406279,4.403256115,4.539151472,Group 3,0.1262335788924247
"McDonald County, Missouri",Missouri,201.2,49,334,81,22643,37,34863,22.2,2.71,52.9,8.7,22.8,89.43900189,1.541976014,1.37503844,7.439480417,Group 3,0.3026664233766496
"Juneau City and Borough, Alaska",Alaska,166.3,41,390.1,119,32756,37,80835,7.9,2.62,48.7,5.2,8.7,68.99572715,1.269558268,6.811963973,5.601633278,Group 3,0.12731854268349707
"Rankin County, Mississippi",Mississippi,157.3,222,483.7,697,149039,36.9,58368,11.1,2.62,53.5,5.4,13,77.11176675,19.68915448,1.223758355,4.71844142,Group 1,0.003390246769413352
"Todd County, Kentucky",Kentucky,183.7,25,453.4,63,12531,36.9,40002,19.3,2.7,53.7,8.5,24.4,85.81922708,8.455764931,0.047908017,6.25698324,Group 1,0.17009758413769305
"Stone County, Mississippi",Mississippi,214.2,39,506.8,93,18070,36.8,41136,19.5,3,49.3,9.7,23,78.69062187,19.19012126,0.150183558,6.422857143,Group 2,0.10649846168234944
"Wilkinson County, Mississippi",Mississippi,219.7,24,437.7,49,9122,36.8,27596,32.5,2.6,34.4,9.7,32,28.87105404,70.65810594,0,2.790178571,Group 3,0.21750666364096105
"Pike County, Mississippi",Mississippi,215.8,101,506.1,235,39956,36.7,30078,30.5,2.65,40.4,9.5,28,45.61946351,52.47161572,0.426699938,5.009078287,Group 3,0.2173433604184538
"Jim Hogg County, Texas",Texas,202.2,12,385.1,22,5200,36.7,36929,22.5,3.09,48.4,16.5,20.6,94.67455621,1.259782401,0,17.26057906,Group 2,0.008014393271878362
"Grant County, Kentucky",Kentucky,205.4,48,513.7,123,24757,36.7,46226,16.9,2.91,54.9,6.8,18.4,94.85610053,0.31617349,0.024321038,7.708225556,Group 1,0.2298301230184734
"Lee County, Georgia",Georgia,192.8,44,520.4,132,29202,36.7,64533,11.8,2.76,56.4,7.2,14.1,75.03972915,19.8991225,2.318109583,5.414364641,Group 1,0.1272079769987613
"Caddo Parish, Louisiana",Louisiana,199.4,577,492.8,1401,251460,36.6,39812,24.1,2.55,39.3,7,24,47.84919644,47.93909132,1.204748334,5.272379222,Group 2,0.295258229598403
"St. Landry Parish, Louisiana",Louisiana,217.8,202,530.4,497,83848,36.6,32683,30.1,2.68,43.1,6.1,24.7,56.36324495,40.86924282,0.392283497,6.971510409,Group 2,0.29483938962221146
"Passaic County, New Jersey",New Jersey,159.1,827,448.4,2305,510916,36.5,58030,18.2,3.09,44.3,8.6,25,64.2678703,12.60387648,5.298143719,4.533343875,Group 3,0.02385666174814105
"Eddy County, New Mexico",New Mexico,170.8,107,391.3,239,57578,36.5,57007,14.1,2.66,50.3,5.8,21.3,89.60119336,1.324562822,0.517603925,9.558702453,Group 2,0.047048918437212706
"Charleston County, South Carolina",South Carolina,173.7,668,462.1,1760,389262,36.5,52752,16.8,2.44,42.5,7.7,15,67.18136571,28.70685217,1.37783451,4.774692859,Group 1,0.2570175202563405
"Santa Cruz County, Arizona",Arizona,132.8,68,296.2,149,46461,36.5,37465,23.6,3.04,53.1,11.3,27.9,79.75484885,0.350519406,0.989951777,6.643259725,Group 1,0.048546787817031145
"George County, Mississippi",Mississippi,210.5,48,415.7,98,23373,36.4,44811,17,3.02,51.3,9,22.5,89.27891274,7.929362881,0.683864266,3.008098727,Group 1,0.10591832059435546
"Liberty County, Texas",Texas,203.2,152,401.7,309,79654,36.4,47123,17.4,2.82,51.5,11.5,20.9,80.7991121,10.6948352,0.667217304,6.112482007,Group 2,8.807249832898378e-4
"Lowndes County, Mississippi",Mississippi,185,121,445.6,285,59710,36.3,39937,23.6,2.5,45.7,12.6,21.7,53.79654601,43.83323004,0.703529372,6.778509815,Group 3,0.2667156404349953
"Chambers County, Texas",Texas,183,55,445.8,145,38863,36.2,77281,10.7,2.84,62,7.8,16.6,84.0702263,7.938041932,1.304662962,5.775206257,Group 1,0.013498827815055847
"Grant County, Wisconsin",Wisconsin,166.9,108,428.2,257,52250,36.1,46972,15,2.44,48.6,4.6,13.9,96.73716716,1.303190973,0.736079551,5.174434328,Group 3,0.0648259581066668
"Troup County, Georgia",Georgia,186,134,483.7,344,69763,36.1,41141,19.5,2.73,43.1,11.9,18.8,60.320618,34.41416063,1.755557814,6.920828113,Group 2,0.09813542035408318
"Clinch County, Georgia",Georgia,190,13,442.3,33,6893,36.1,31577,28.5,2.49,41.9,10.7,27.1,67.19187159,26.63819761,0.427035783,11.29568106,Group 3,0.07582846959121525
"St. John the Baptist Parish, Louisiana",Louisiana,200.6,87,460.8,209,43626,36,47225,20.8,2.83,44.7,9.2,24.5,42.05747152,54.34433097,0.47553271,4.727439304,Group 2,0.012403308879584074
"Scott County, Mississippi",Mississippi,211,62,535.9,158,28265,36,32049,26.9,2.85,42.7,13.1,24.9,59.80277807,37.33078853,0.862404128,5.869989491,Group 3,0.2794747648295015
"Yuma County, Colorado",Colorado,184.3,24,427.2,54,10146,36,46838,14,2.6,55.2,2.5,21.3,94.14825724,1.197839961,0.108001964,4.737575476,Group 1,0.02865637931972742
"Pierce County, Wisconsin",Wisconsin,149.8,57,278.5,108,40889,35.9,68471,10.8,2.51,51.5,3.6,12,96.4141278,0.485306012,1.107870291,4.1095890410000004,Group 3,0.17005673819221556
"Iberia Parish, Louisiana",Louisiana,205.9,155,515.4,394,74103,35.8,45226,19.4,0.0277,46,10.6,23,62.28867429,31.42633017,2.687386729,6.645642202,Group 1,0.2722077143844217
"Yazoo County, Mississippi",Mississippi,207.4,58,493.2,139,27387,35.8,30313,34.6,2.82,34.4,19.8,33.5,38.44362438,57.51854108,0.437103651,5.055775459,Group 2,0.3293555676937103
"Ada County, Idaho",Idaho,151.6,561,469,1757,434211,35.8,57908,11.6,2.61,53.6,6.6,11.1,91.4024158,1.135566142,2.665143317,4.783515756,Group 1,0.23023840063251555
"Ellis County, Texas",Texas,175.4,236,436.2,605,163632,35.7,61157,11,2.95,57.6,6.5,14.4,81.29735512,9.243718881,0.609329038,5.889593045,Group 1,0.33248249045573175
"Caldwell County, Texas",Texas,159.3,63,412.1,161,40522,35.6,47227,16,2.85,45.8,5.2,19,73.70574631,7.078049152,0.203319186,4.685714286,Group 2,0.06951360637322068
"Reeves County, Texas",Texas,148.3,20,345.2,47,14732,35.6,39006,24.8,3.06,44.7,6.7,23.4,82.97482192,3.907186685,0.846322026,8.634992459,Group 2,0.10846881591714919
"Bibb County, Georgia",Georgia,199.3,333,480.8,796,153721,35.6,36014,28.2,2.59,37.7,12.4,24.1,42.94775734,53.09076581,1.719460521,5.466863951,Group 3,0.3382797434460372
"Benton County, Washington",Washington,163.9,296,452.4,814,190309,35.5,58750,14.6,2.72,53.5,6.9,19.1,80.16330503,1.489752879,2.615584275,6.253360451,Group 1,0.27445879369042814
"Lonoke County, Arkansas",Arkansas,204.9,135,492.3,331,71645,35.5,54459,12.3,2.7,58.3,5.9,18,89.32537381,6.085640322,0.646475506,7.028310079,Group 2,0.14631617860868573
"Schleicher County, Texas",Texas,205.8,7,412.8,15,3211,35.5,50361,13.6,3,59,4.1,12.4,75.46526055,0.093052109,0.186104218,5.007153076,Group 2,0.26291094860062003
"Scott County, Minnesota",Minnesota,153.9,148,453.5494221,1962.667684,141660,35.5,91688,5.5,2.9,60.3,4.6,8,85.67236131,2.941262143,5.920391489,6.064705544,Group 3,0.29707102780230343
"Gregg County, Texas",Texas,189.9,258,441,579,124108,35.4,50020,18.2,2.61,46.9,5.9,20,74.67242527,20.14483106,1.410966244,6.625137665,Group 1,0.27852085162885487
"Randall County, Texas",Texas,160,202,428,539,130269,35.4,64636,9.7,2.55,53.9,3.9,12.1,90.65876859,2.749601678,1.50967803,5.145852764,Group 3,0.08584343758411705
"Echols County, Georgia",Georgia,126.4,5,538.1,19,4040,35.4,34444,27.1,2.86,52.1,10.1,24.9,83.64624506,2.0256917,0,1.424501425,Group 2,0.08963543153367937
"Terrebonne Parish, Louisiana",Louisiana,213.2,234,493.1,549,113972,35.2,49044,20.9,2.78,47.7,5.5,20.1,71.23077469,18.53435277,0.913590321,5.230870955,Group 1,0.31580615509301424
"Montgomery County, Alabama",Alabama,189.8,442,438.8,1023,226519,35.2,43054,22.5,2.47,39.5,8.8,20.9,38.92380927,56.08929683,2.263542242,5.64778925,Group 2,0.239929158706218
"DeKalb County, Georgia",Georgia,157.4,914,462.8,2841,734871,35.1,50597,20.4,2.63,38.2,11.3,17.6,35.14492602,53.72251096,5.740502645,5.74981682,Group 3,0.32249901234172285
"Bryan County, Georgia",Georgia,208.9,54,490.5,135,35137,35.1,66556,11.9,2.89,57.8,9,14.6,78.30533016,15.23030979,2.192995686,4.93857195,Group 2,0.3319424546789378
"Benton County, Arkansas",Arkansas,166.2,375,401,887,249672,35,57408,11.9,2.75,59.9,4.2,16.5,87.92894987,1.490776581,3.468542977,5.82126689,Group 3,0.20245751226320863
"San Benito County, California",California,150.4,75,433,216,58792,35,68166,14.1,3.33,51,12.2,20.5,84.53185538,0.780096252,2.66344667,6.536926148,Group 2,0.13120139786042273
"Walker County, Texas",Texas,164.6,101,472.7,302,70699,35,39984,26.3,2.37,38.5,4.4,12.8,73.29294678,22.69580268,1.17842204,3.854536397,Group 1,0.2139910412952304
"Wood County, Ohio",Ohio,173,232,403,533,129730,34.8,54996,13.5,2.44,48.2,7.2,10.6,92.16433254,2.714823292,1.682119719,4.528947447,Group 1,0.05772260972298682
"Peach County, Georgia",Georgia,222.3,60,487.9,135,26720,34.7,40550,21.7,2.5,44.7,11.3,17.6,47.53378129,45.70626892,1.063279923,2.874946891,Group 2,0.29807446361519396
"Madison Parish, Louisiana",Louisiana,181.9,22,379,47,11514,34.6,26732,41.4,2.55,34.6,16.9,24,36.18293607,61.97254274,0.07580224,4.463336876,Group 3,0.024900160264223814
"Dimmit County, Texas",Texas,148,18,328.3,37,10980,34.6,36856,25,2.96,36.6,10.3,30.4,95.31922861,0.458715596,0.215315484,2.542372881,Group 2,0.3028573077172041
"Blaine County, Montana",Montana,170.1,12,484.6,36,6577,34.5,35740,25.2,2.87,46.6,13.4,22.4,47.90845711,0.242497727,0,8.100358423,Group 2,0.3147142955567688
"Phelps County, Missouri",Missouri,163.8,82,423.3,206,44794,34.4,40710,21.6,2.52,47.8,7,14.5,90.95027649,2.5050523,3.446667703,7.510402923,Group 1,0.06644109566695988
"San Juan County, New Mexico",New Mexico,136.7,166,356.1,435,118737,34.2,47520,21,3.04,46.6,9.2,24.4,53.09790383,0.552212446,0.51465241,6.09617959,Group 2,0.1507364073768258
"Colfax County, Nebraska",Nebraska,163,19,394.5,45,10520,34.2,50758,10.3,2.87,56.8,6.4,14.2,91.21839954,2.128872838,0.142558449,6.487488415,Group 2,0.22738531907089055
"Sevier County, Utah",Utah,154.2,35,417.4,93,20984,34.1,48622,12.1,2.9,59.6,5.9,14.8,95.25657611,0.378515644,0.201236165,9.947524527,Group 2,0.1898124711588025
"Colusa County, California",California,153.3,32,400.2,84,21482,34,48006,14.3,3.04,55.1,10.4,30.9,85.00654328,0.705739391,1.958309964,6.602564103,Group 2,0.28540599276311696
"Eau Claire County, Wisconsin",Wisconsin,163.4,177,440.9,454,102105,33.8,48102,14.4,2.43,46.4,5.8,14.6,92.75184882,0.737551959,3.447833256,4.346348463,Group 1,0.06038384395651519
"Titus County, Texas",Texas,155.8,49,385.4,120,32623,33.8,40680,20.6,3.08,53,7.5,21,74.56762818,9.805547876,0.814057076,6.467919637,Group 2,0.21560640027746558
"Lincoln County, Idaho",Idaho,145.9,7,460,22,5297,33.8,44046,14.1,3.21,59.5,6,21.4,88.6121673,0,0.228136882,6.751054852,Group 2,0.23093654564581811
"Dakota County, Nebraska",Nebraska,177.8,36,396,81,20781,33.7,50289,14.8,2.81,57.1,7.4,16.8,68.51139533,4.135012982,3.168573901,9.833738848,Group 3,0.06649167253635824
"Dawes County, Nebraska",Nebraska,155.4,19,370,40,9055,33.7,40667,18.8,2.22,48.7,2.6,10.8,89.30604203,0.525394046,1.762259194,7.437661221,Group 3,0.2887608816381544
"Hinds County, Mississippi",Mississippi,175.5,413,502.3,1189,242891,33.6,38454,23.6,2.68,35,10.3,23.8,27.30056858,70.30796262,0.820745585,5.533244087,Group 2,0.05357872252352536
"Harnett County, North Carolina",North Carolina,182.9,190,468.2,501,128140,33.6,45380,20.5,2.84,51.1,11.3,18.5,67.93838481,20.96122909,1.175997426,5.917065391,Group 1,0.276647828752175
"Stanislaus County, California",California,164.9,793,433.4,2075,538388,33.5,50917,18.1,3.08,47.9,15.2,27.7,75.29481367,2.718220897,5.415583455,6.025884863,Group 2,0.2250758793670684
"Muscogee County, Georgia",Georgia,190,362,504.8,947,200579,33.5,41783,21.9,2.61,39.5,11,19.3,45.81820905,44.76770602,2.407569214,6.992367626,Group 3,0.23841079603880644
"Richmond County, Georgia",Georgia,197.6,392,453.5,903,201793,33.3,36012,26,2.68,35.2,12,23.4,39.07328196,54.83056868,1.706981435,6.251597303,Group 1,0.029541620751842856
"East Baton Rouge Parish, Louisiana",Louisiana,178.8,759,487.1,2082,446753,33.2,46831,18.4,2.57,39,7.6,19,48.64130068,45.53374261,3.206278531,4.474235159,Group 1,0.3168536147568375
"Adams County, Colorado",Colorado,162.4,557,420.8,1522,491337,33,59316,12.9,2.98,49.7,7.9,20.1,82.81982827,3.239347547,3.805554259,6.288469602,Group 2,0.29083052556961775
"Houghton County, Michigan",Michigan,155.4,67,373.8,153,36380,32.8,39126,18.7,2.51,44.3,7.2,16.7,93.61702128,0.741953082,2.921440262,5.373953975,Group 1,0.04300812492147088
"Grant County, Kansas",Kansas,197.8,13,453.5494221,1962.667684,7733,32.8,60279,10.9,2.86,62.5,7.3,17.9,75.42221085,0.012794268,0,5.375139978,Group 1,0.02023462043143809
"Campbell County, Wyoming",Wyoming,215.9,58,436.5,146,49220,32.7,79358,7.1,2.71,56.6,4,8.8,93.57257409,0.791452315,0.635244621,5.19665272,Group 2,0.32537400838918984
"Benton County, Oregon",Oregon,155.6,140,414.8,361,87572,32.7,54089,18.9,2.4,44.2,8.6,14.8,87.43626799,0.879819643,6.176079542,3.454048815,Group 3,0.3276848364621401
"Bannock County, Idaho",Idaho,151.5,118,378.7,297,83744,32.7,44324,17.4,2.67,51.6,7.2,13.8,90.43706043,0.747571887,1.307353715,5.416377859,Group 1,0.2909419247880578
"Claiborne County, Mississippi",Mississippi,175.9,18,432.6,43,9150,32.7,26083,42.6,2.74,26.2,17.5,36.7,13.6227224,84.86602358,0.921757771,5.663430421,Group 2,0.01207013987004757
"Buffalo County, Nebraska",Nebraska,159.1,75,443.6,203,48863,32.5,51550,12.5,2.49,50.8,3.5,9.7,93.25868468,1.173943868,1.282372076,4.894004637,Group 1,0.34146943083032966
"Kodiak Island Borough, Alaska",Alaska,181.9,15,416.6,43,13889,32.4,67972,8.3,2.98,52.4,6.3,14.6,54.02562084,0.472339512,21.27674801,6.768558952,Group 3,0.07435304019600153
"Morgan County, Utah",Utah,138.7,11,380.5,33,11065,32.3,82597,4.6,3.4,69.2,6,8.5,96.86648501,0.360062281,0.768781627,6.102877071,Group 3,0.25635699881240726
"La Salle County, Texas",Texas,135.7,9,307.1,21,7631,31.7,38012,28.1,3.19,47,8.1,27.5,80.00278125,1.001251564,0,11.31436314,Group 2,0.12690670741721988
"Ochiltree County, Texas",Texas,198.4,18,438.4,40,10747,31.7,61773,10.7,2.86,56.3,5.2,14.6,85.90490509,0.441646307,0.375869198,9.821782178,Group 3,0.19960602256469429
"Val Verde County, Texas",Texas,143.9,70,367.2,176,48988,31.7,41437,22.2,3.2,51.9,9.3,22.5,93.00939159,1.090240915,0.422621478,6.376628075,Group 1,0.131502544041723
"Menominee County, Wisconsin",Wisconsin,228.8,9,478.4,19,4573,31.6,36774,29.1,3.48,37.2,14.8,33,11.00876208,0.426870366,2.44888789,10.89005236,Group 1,0.0045010612811893225
"Hoke County, North Carolina",North Carolina,191.8,64,424.7,156,52671,31.4,44175,19.5,2.93,50.7,13.1,22.5,46.48262359,34.14782183,1.315712188,7.366934285,Group 1,0.03676253370940685
"Moore County, Texas",Texas,179.8,32,407.5,75,22255,31.1,42839,14.6,3.21,59,4.1,18.1,79.58798977,2.948700687,8.482563619,10.43646945,Group 3,0.33071557711809874
"Cumberland County, North Carolina",North Carolina,186.1,501,450.8,1248,323838,31.1,42582,17.6,2.56,46.9,12.6,19.2,51.90987144,36.21777987,2.405707895,5.883459752,Group 2,0.0434125317260623
"McKinley County, New Mexico",New Mexico,137.7,82,332.9,205,76708,30.8,29497,35.8,3.97,33.5,15.5,37.6,16.93289008,0.814886889,0.968945107,7.322096363,Group 3,0.32813072414137423
"Curry County, New Mexico",New Mexico,143.8,66,336.5,153,50398,30.7,42620,19.2,2.72,48.7,9.1,24.1,69.66552468,6.350872329,1.542665901,7.197033541,Group 1,0.0518314796499908
"Coryell County, Texas",Texas,184.5,91,446.1,239,75503,30.6,47018,14.8,2.86,50.4,9.5,10.6,71.52033417,15.15211223,2.004518705,6.044769217,Group 1,0.05706447083503008
"Lubbock County, Texas",Texas,163.7,425,430,1107,299453,30.6,45719,17.7,2.59,43.5,6.2,16.6,79.53140153,7.112544793,2.025572422,5.340021423,Group 1,0.293228151043877
"Johnson County, Missouri",Missouri,183.4,87,472,227,53951,29.7,49949,14.6,2.49,49.6,8,12.9,89.33247161,4.407718586,1.434770566,6.303106282,Group 3,0.247447710018605
"Bennett County, South Dakota",South Dakota,170,6,399,13,3423,29.4,34326,34.8,3.24,41,14.7,36.4,31.29726585,0.959860384,0,5.882352941,Group 1,0.31857550516724586
"Champaign County, Illinois",Illinois,152.5,267,450.2,781,208861,29.3,47966,22.6,2.38,39.3,6.5,13.5,73.38384378,12.5880855,9.985128738,3.467190704,Group 1,0.13123621698468924
"Waller County, Texas",Texas,163.1,64,375.6,145,48656,29.1,50589,16.1,2.94,44.8,8.3,19.3,68.98379392,25.36480031,0.7721334,4.760740197,Group 3,0.19342600973322988
"Latah County, Idaho",Idaho,148.9,50,395.9,134,38778,28.5,43482,19.9,2.33,45.5,7.6,9,93.00190407,0.654685829,2.253579906,4.020530368,Group 1,0.22741121612489223
"Monroe County, Indiana",Indiana,168.5,205,428.7,507,144705,28.4,43841,24,2.36,36,6.9,11,86.84657734,2.928288531,6.131148001,3.932688732,Group 2,0.19687568163499236
"Clay County, South Dakota",South Dakota,170.9,21,393.5,46,13964,25.2,43453,24.9,2.21,36.6,6.8,13,90.06494897,1.484547855,2.069802298,2.566452796,Group 3,0.31237720837816596
"Madison County, Idaho",Idaho,125.2,22,376.2,74,38273,23.2,36065,27.1,3.6,53.6,10.2,13.5,95.3159616,0.693638569,1.099799557,6.963315217,Group 2,0.08620293973945081
"Radford city, Virginia",Virginia,193.1,21,463.1,51,17403,22.3,34267,32.4,2.57,25.3,8.8,13.2,85.29635927,9.186844111,1.93468957,1.039129729,Group 2,0.2734171380288899
